name, subject, grade
yw__bmgldgs, Art, 85
yw__bmgldgs, Music, 37
yw__bmgldgs, Ancient History, 
yw__bmgldgs, Biology, 41
yw__bmgldgs, Neural Networks, 
name, subject, grade
kz__zekngivdmr, Mathematics, 44
kz__zekngivdmr, Physics, 62
kz__zekngivdmr, Soc Studies, 30
kz__zekngivdmr, Art, 
kz__zekngivdmr, Music, 10
kz__zekngivdmr, Ancient History, 21
kz__zekngivdmr, Biology, 68
kz__zekngivdmr, Neural Networks, 34
name, subject, grade
ilkkdjh__tywpesryd, Mathematics, 
ilkkdjh__tywpesryd, Physics, 52
ilkkdjh__tywpesryd, Soc Studies, 48
ilkkdjh__tywpesryd, Art, 16
ilkkdjh__tywpesryd, Music, 14
ilkkdjh__tywpesryd, Ancient History, 9
ilkkdjh__tywpesryd, Biology, 28
ilkkdjh__tywpesryd, Neural Networks, 34
name, subject, grade
srdoidzbj__v, Mathematics, 1
srdoidzbj__v, Physics, 52
srdoidzbj__v, Soc Studies, 5
srdoidzbj__v, Art, 30
srdoidzbj__v, Music, 20
srdoidzbj__v, Ancient History, 57
srdoidzbj__v, Biology, 87
srdoidzbj__v, Neural Networks, 20
name, subject, grade
mzrjr__pkd, Mathematics, 26
mzrjr__pkd, Physics, 
mzrjr__pkd, Soc Studies, 1
mzrjr__pkd, Art, 92
mzrjr__pkd, Music, 57
mzrjr__pkd, Ancient History, 40
mzrjr__pkd, Biology, 8
mzrjr__pkd, Neural Networks, 40
name, subject, grade
gz__rwpvlif, Mathematics, 69
gz__rwpvlif, Physics, 39
gz__rwpvlif, Soc Studies, 31
gz__rwpvlif, Art, 10
gz__rwpvlif, Music, 11
gz__rwpvlif, Ancient History, 11
gz__rwpvlif, Biology, 29
gz__rwpvlif, Neural Networks, 
name, subject, grade
kzsj__drt, Mathematics, 74
kzsj__drt, Physics, 31
kzsj__drt, Soc Studies, 2
kzsj__drt, Art, 51
kzsj__drt, Music, 34
kzsj__drt, Ancient History, 9
kzsj__drt, Biology, 
kzsj__drt, Neural Networks, 37
name, subject, grade
edqyz__qvff, Mathematics, 99
edqyz__qvff, Physics, 18
edqyz__qvff, Soc Studies, 39
edqyz__qvff, Art, 90
edqyz__qvff, Music, 77
edqyz__qvff, Ancient History, 16
edqyz__qvff, Biology, 18
edqyz__qvff, Neural Networks, 
name, subject, grade
tzvrxwgf__rfb, Mathematics, 91
tzvrxwgf__rfb, Physics, 32
tzvrxwgf__rfb, Soc Studies, 87
tzvrxwgf__rfb, Art, 55
tzvrxwgf__rfb, Music, 32
tzvrxwgf__rfb, Ancient History, 56
tzvrxwgf__rfb, Biology, 
tzvrxwgf__rfb, Neural Networks, 50
name, subject, grade
pa__nsabwlse, Mathematics, 75
pa__nsabwlse, Physics, 17
pa__nsabwlse, Soc Studies, 35
pa__nsabwlse, Art, 72
pa__nsabwlse, Music, 22
pa__nsabwlse, Ancient History, 29
pa__nsabwlse, Biology, 0
pa__nsabwlse, Neural Networks, 67
name, subject, grade
uovuxh__pvp, Mathematics, 28
uovuxh__pvp, Physics, 43
uovuxh__pvp, Soc Studies, 78
uovuxh__pvp, Art, 82
uovuxh__pvp, Music, 6
uovuxh__pvp, Ancient History, 97
uovuxh__pvp, Biology, 82
uovuxh__pvp, Neural Networks, 20
name, subject, grade
gjjwjrlf__xotcdtqs, Mathematics, 48
gjjwjrlf__xotcdtqs, Physics, 19
gjjwjrlf__xotcdtqs, Soc Studies, 54
gjjwjrlf__xotcdtqs, Art, 
gjjwjrlf__xotcdtqs, Music, 63
gjjwjrlf__xotcdtqs, Ancient History, 91
gjjwjrlf__xotcdtqs, Biology, 49
gjjwjrlf__xotcdtqs, Neural Networks, 21
name, subject, grade
bqcziudi__ceytvvwc, Mathematics, 56
bqcziudi__ceytvvwc, Physics, 48
bqcziudi__ceytvvwc, Soc Studies, 50
bqcziudi__ceytvvwc, Art, 41
bqcziudi__ceytvvwc, Music, 16
bqcziudi__ceytvvwc, Ancient History, 27
bqcziudi__ceytvvwc, Biology, 55
bqcziudi__ceytvvwc, Neural Networks, 52
name, subject, grade
ihmxrag__saauth, Mathematics, 33
ihmxrag__saauth, Physics, 22
ihmxrag__saauth, Soc Studies, 18
ihmxrag__saauth, Art, 25
ihmxrag__saauth, Music, 39
ihmxrag__saauth, Ancient History, 87
ihmxrag__saauth, Biology, 21
ihmxrag__saauth, Neural Networks, 45
name, subject, grade
dygsm__zdz, Mathematics, 3
dygsm__zdz, Physics, 
dygsm__zdz, Soc Studies, 69
dygsm__zdz, Art, 86
dygsm__zdz, Music, 9
dygsm__zdz, Ancient History, 47
dygsm__zdz, Biology, 55
dygsm__zdz, Neural Networks, 86
name, subject, grade
kadowolj__kzxvsp, Mathematics, 14
kadowolj__kzxvsp, Physics, 48
kadowolj__kzxvsp, Soc Studies, 
kadowolj__kzxvsp, Art, 35
kadowolj__kzxvsp, Music, 25
kadowolj__kzxvsp, Ancient History, 76
kadowolj__kzxvsp, Biology, 52
kadowolj__kzxvsp, Neural Networks, 89
name, subject, grade
vqglq__m, Mathematics, 74
vqglq__m, Physics, 51
vqglq__m, Soc Studies, 79
vqglq__m, Art, 63
vqglq__m, Music, 81
vqglq__m, Ancient History, 
vqglq__m, Biology, 52
vqglq__m, Neural Networks, 81
name, subject, grade
fycytali__nvrjeoip, Mathematics, 21
fycytali__nvrjeoip, Physics, 
fycytali__nvrjeoip, Soc Studies, 34
fycytali__nvrjeoip, Art, 12
fycytali__nvrjeoip, Music, 8
fycytali__nvrjeoip, Ancient History, 8
fycytali__nvrjeoip, Biology, 2
fycytali__nvrjeoip, Neural Networks, 64
name, subject, grade
muwitjg__hkiccw, Mathematics, 66
muwitjg__hkiccw, Physics, 59
muwitjg__hkiccw, Soc Studies, 
muwitjg__hkiccw, Art, 21
muwitjg__hkiccw, Music, 83
muwitjg__hkiccw, Ancient History, 34
muwitjg__hkiccw, Biology, 78
muwitjg__hkiccw, Neural Networks, 50
name, subject, grade
pzit__hitw, Mathematics, 
pzit__hitw, Physics, 79
pzit__hitw, Soc Studies, 40
pzit__hitw, Art, 97
pzit__hitw, Music, 34
pzit__hitw, Ancient History, 9
pzit__hitw, Biology, 74
pzit__hitw, Neural Networks, 74
name, subject, grade
ioqfeye__oljymhdwg, Mathematics, 91
ioqfeye__oljymhdwg, Physics, 8
ioqfeye__oljymhdwg, Soc Studies, 29
ioqfeye__oljymhdwg, Art, 41
ioqfeye__oljymhdwg, Music, 12
ioqfeye__oljymhdwg, Ancient History, 
ioqfeye__oljymhdwg, Biology, 
ioqfeye__oljymhdwg, Neural Networks, 96
name, subject, grade
pwqxtok__idtwfdh, Mathematics, 51
pwqxtok__idtwfdh, Physics, 63
pwqxtok__idtwfdh, Soc Studies, 48
pwqxtok__idtwfdh, Art, 29
pwqxtok__idtwfdh, Music, 36
pwqxtok__idtwfdh, Ancient History, 70
pwqxtok__idtwfdh, Biology, 27
pwqxtok__idtwfdh, Neural Networks, 91
name, subject, grade
sdgc__z, Mathematics, 0
sdgc__z, Physics, 40
sdgc__z, Soc Studies, 74
sdgc__z, Art, 25
sdgc__z, Music, 20
sdgc__z, Ancient History, 
sdgc__z, Biology, 49
sdgc__z, Neural Networks, 85
name, subject, grade
m__cou, Mathematics, 
m__cou, Physics, 4
m__cou, Soc Studies, 7
m__cou, Art, 
m__cou, Music, 35
m__cou, Ancient History, 55
m__cou, Biology, 
m__cou, Neural Networks, 63
name, subject, grade
vgvomkui__uuhhbszsfl, Mathematics, 54
vgvomkui__uuhhbszsfl, Physics, 81
vgvomkui__uuhhbszsfl, Soc Studies, 7
vgvomkui__uuhhbszsfl, Art, 70
vgvomkui__uuhhbszsfl, Music, 68
vgvomkui__uuhhbszsfl, Ancient History, 91
vgvomkui__uuhhbszsfl, Biology, 54
vgvomkui__uuhhbszsfl, Neural Networks, 91
name, subject, grade
xycifdeb__nbbucqpqld, Mathematics, 
xycifdeb__nbbucqpqld, Physics, 16
xycifdeb__nbbucqpqld, Soc Studies, 4
xycifdeb__nbbucqpqld, Art, 85
xycifdeb__nbbucqpqld, Music, 50
xycifdeb__nbbucqpqld, Ancient History, 3
xycifdeb__nbbucqpqld, Biology, 34
xycifdeb__nbbucqpqld, Neural Networks, 32
name, subject, grade
b__bxikxeizm, Mathematics, 14
b__bxikxeizm, Physics, 12
b__bxikxeizm, Soc Studies, 31
b__bxikxeizm, Art, 71
b__bxikxeizm, Music, 42
b__bxikxeizm, Ancient History, 65
b__bxikxeizm, Biology, 74
b__bxikxeizm, Neural Networks, 13
name, subject, grade
oqrxswq__jxfglm, Mathematics, 66
oqrxswq__jxfglm, Physics, 12
oqrxswq__jxfglm, Soc Studies, 44
oqrxswq__jxfglm, Art, 73
oqrxswq__jxfglm, Music, 5
oqrxswq__jxfglm, Ancient History, 83
oqrxswq__jxfglm, Biology, 40
oqrxswq__jxfglm, Neural Networks, 38
name, subject, grade
kxxq__qdekxk, Mathematics, 41
kxxq__qdekxk, Physics, 57
kxxq__qdekxk, Soc Studies, 61
kxxq__qdekxk, Art, 46
kxxq__qdekxk, Music, 
kxxq__qdekxk, Ancient History, 
kxxq__qdekxk, Biology, 67
kxxq__qdekxk, Neural Networks, 73
name, subject, grade
wsxklzul__otkrq, Mathematics, 
wsxklzul__otkrq, Physics, 18
wsxklzul__otkrq, Soc Studies, 87
wsxklzul__otkrq, Art, 72
wsxklzul__otkrq, Music, 14
wsxklzul__otkrq, Ancient History, 98
wsxklzul__otkrq, Biology, 
wsxklzul__otkrq, Neural Networks, 12
name, subject, grade
wdgicus__cczguf, Mathematics, 65
wdgicus__cczguf, Physics, 2
wdgicus__cczguf, Soc Studies, 62
wdgicus__cczguf, Art, 28
wdgicus__cczguf, Music, 76
wdgicus__cczguf, Ancient History, 30
wdgicus__cczguf, Biology, 57
wdgicus__cczguf, Neural Networks, 69
name, subject, grade
xcingaxr__qpcmtqzs, Mathematics, 74
xcingaxr__qpcmtqzs, Physics, 5
xcingaxr__qpcmtqzs, Soc Studies, 
xcingaxr__qpcmtqzs, Art, 24
xcingaxr__qpcmtqzs, Music, 
xcingaxr__qpcmtqzs, Ancient History, 69
xcingaxr__qpcmtqzs, Biology, 38
xcingaxr__qpcmtqzs, Neural Networks, 95
name, subject, grade
rusrjqnrqn__sjojeqo, Mathematics, 75
rusrjqnrqn__sjojeqo, Physics, 70
rusrjqnrqn__sjojeqo, Soc Studies, 
rusrjqnrqn__sjojeqo, Art, 
rusrjqnrqn__sjojeqo, Music, 47
rusrjqnrqn__sjojeqo, Ancient History, 51
rusrjqnrqn__sjojeqo, Biology, 
rusrjqnrqn__sjojeqo, Neural Networks, 11
name, subject, grade
mioizzlux__ykmozdple, Mathematics, 53
mioizzlux__ykmozdple, Physics, 2
mioizzlux__ykmozdple, Soc Studies, 33
mioizzlux__ykmozdple, Art, 16
mioizzlux__ykmozdple, Music, 52
mioizzlux__ykmozdple, Ancient History, 65
mioizzlux__ykmozdple, Biology, 94
mioizzlux__ykmozdple, Neural Networks, 88
name, subject, grade
ypgwp__mwnccegehx, Mathematics, 3
ypgwp__mwnccegehx, Physics, 32
ypgwp__mwnccegehx, Soc Studies, 61
ypgwp__mwnccegehx, Art, 51
ypgwp__mwnccegehx, Music, 0
ypgwp__mwnccegehx, Ancient History, 
ypgwp__mwnccegehx, Biology, 70
ypgwp__mwnccegehx, Neural Networks, 68
name, subject, grade
udxr__vxdivif, Mathematics, 
udxr__vxdivif, Physics, 27
udxr__vxdivif, Soc Studies, 49
udxr__vxdivif, Art, 85
udxr__vxdivif, Music, 37
udxr__vxdivif, Ancient History, 63
udxr__vxdivif, Biology, 14
udxr__vxdivif, Neural Networks, 13
name, subject, grade
wgfq__xrj, Mathematics, 63
wgfq__xrj, Physics, 27
wgfq__xrj, Soc Studies, 62
wgfq__xrj, Art, 1
wgfq__xrj, Music, 90
wgfq__xrj, Ancient History, 7
wgfq__xrj, Biology, 80
wgfq__xrj, Neural Networks, 38
name, subject, grade
iiw__eei, Mathematics, 24
iiw__eei, Physics, 
iiw__eei, Soc Studies, 68
iiw__eei, Art, 19
iiw__eei, Music, 34
iiw__eei, Ancient History, 61
iiw__eei, Biology, 34
iiw__eei, Neural Networks, 27
name, subject, grade
phkf__fxswore, Mathematics, 7
phkf__fxswore, Physics, 41
phkf__fxswore, Soc Studies, 88
phkf__fxswore, Art, 82
phkf__fxswore, Music, 40
phkf__fxswore, Ancient History, 61
phkf__fxswore, Biology, 15
phkf__fxswore, Neural Networks, 17
name, subject, grade
urw__f, Mathematics, 87
urw__f, Physics, 28
urw__f, Soc Studies, 64
urw__f, Art, 54
urw__f, Music, 
urw__f, Ancient History, 39
urw__f, Biology, 10
urw__f, Neural Networks, 35
name, subject, grade
xqm__k, Mathematics, 44
xqm__k, Physics, 14
xqm__k, Soc Studies, 98
xqm__k, Art, 
xqm__k, Music, 44
xqm__k, Ancient History, 11
xqm__k, Biology, 38
xqm__k, Neural Networks, 31
name, subject, grade
laceml__uwhdvkiaqk, Mathematics, 14
laceml__uwhdvkiaqk, Physics, 82
laceml__uwhdvkiaqk, Soc Studies, 77
laceml__uwhdvkiaqk, Art, 51
laceml__uwhdvkiaqk, Music, 86
laceml__uwhdvkiaqk, Ancient History, 60
laceml__uwhdvkiaqk, Biology, 68
laceml__uwhdvkiaqk, Neural Networks, 38
name, subject, grade
rebtqdf__nir, Mathematics, 2
rebtqdf__nir, Physics, 68
rebtqdf__nir, Soc Studies, 67
rebtqdf__nir, Art, 60
rebtqdf__nir, Music, 51
rebtqdf__nir, Ancient History, 95
rebtqdf__nir, Biology, 8
rebtqdf__nir, Neural Networks, 46
name, subject, grade
zxqvsa__oveecse, Mathematics, 86
zxqvsa__oveecse, Physics, 61
zxqvsa__oveecse, Soc Studies, 46
zxqvsa__oveecse, Art, 20
zxqvsa__oveecse, Music, 48
zxqvsa__oveecse, Ancient History, 51
zxqvsa__oveecse, Biology, 76
zxqvsa__oveecse, Neural Networks, 34
name, subject, grade
zutarau__xr, Mathematics, 12
zutarau__xr, Physics, 3
zutarau__xr, Soc Studies, 76
zutarau__xr, Art, 35
zutarau__xr, Music, 52
zutarau__xr, Ancient History, 77
zutarau__xr, Biology, 6
zutarau__xr, Neural Networks, 
name, subject, grade
wazbdse__ylrizs, Mathematics, 83
wazbdse__ylrizs, Physics, 60
wazbdse__ylrizs, Soc Studies, 79
wazbdse__ylrizs, Art, 13
wazbdse__ylrizs, Music, 45
wazbdse__ylrizs, Ancient History, 
wazbdse__ylrizs, Biology, 90
wazbdse__ylrizs, Neural Networks, 54
name, subject, grade
uyb__nmljyko, Mathematics, 89
uyb__nmljyko, Physics, 81
uyb__nmljyko, Soc Studies, 
uyb__nmljyko, Art, 43
uyb__nmljyko, Music, 65
uyb__nmljyko, Ancient History, 69
uyb__nmljyko, Biology, 43
uyb__nmljyko, Neural Networks, 
name, subject, grade
gmufm__dhkkvhzv, Mathematics, 59
gmufm__dhkkvhzv, Physics, 47
gmufm__dhkkvhzv, Soc Studies, 83
gmufm__dhkkvhzv, Art, 55
gmufm__dhkkvhzv, Music, 51
gmufm__dhkkvhzv, Ancient History, 15
gmufm__dhkkvhzv, Biology, 34
gmufm__dhkkvhzv, Neural Networks, 
name, subject, grade
dzau__f, Mathematics, 58
dzau__f, Physics, 85
dzau__f, Soc Studies, 36
dzau__f, Art, 19
dzau__f, Music, 13
dzau__f, Ancient History, 2
dzau__f, Biology, 50
dzau__f, Neural Networks, 68
name, subject, grade
rzhnfvfkvh__r, Mathematics, 71
rzhnfvfkvh__r, Physics, 22
rzhnfvfkvh__r, Soc Studies, 
rzhnfvfkvh__r, Art, 65
rzhnfvfkvh__r, Music, 54
rzhnfvfkvh__r, Ancient History, 5
rzhnfvfkvh__r, Biology, 92
rzhnfvfkvh__r, Neural Networks, 89
name, subject, grade
urchmyo__ub, Mathematics, 49
urchmyo__ub, Physics, 71
urchmyo__ub, Soc Studies, 82
urchmyo__ub, Art, 5
urchmyo__ub, Music, 
urchmyo__ub, Ancient History, 2
urchmyo__ub, Biology, 59
urchmyo__ub, Neural Networks, 92
name, subject, grade
er__kyruoqzn, Mathematics, 70
er__kyruoqzn, Physics, 89
er__kyruoqzn, Soc Studies, 89
er__kyruoqzn, Art, 25
er__kyruoqzn, Music, 35
er__kyruoqzn, Ancient History, 19
er__kyruoqzn, Biology, 72
er__kyruoqzn, Neural Networks, 22
name, subject, grade
keiiilmi__aeeihg, Mathematics, 9
keiiilmi__aeeihg, Physics, 79
keiiilmi__aeeihg, Soc Studies, 69
keiiilmi__aeeihg, Art, 91
keiiilmi__aeeihg, Music, 73
keiiilmi__aeeihg, Ancient History, 70
keiiilmi__aeeihg, Biology, 50
keiiilmi__aeeihg, Neural Networks, 10
name, subject, grade
vb__m, Mathematics, 48
vb__m, Physics, 87
vb__m, Soc Studies, 75
vb__m, Art, 86
vb__m, Music, 69
vb__m, Ancient History, 30
vb__m, Biology, 17
vb__m, Neural Networks, 25
name, subject, grade
fhjw__pr, Mathematics, 37
fhjw__pr, Physics, 65
fhjw__pr, Soc Studies, 26
fhjw__pr, Art, 2
fhjw__pr, Music, 79
fhjw__pr, Ancient History, 78
fhjw__pr, Biology, 96
fhjw__pr, Neural Networks, 
name, subject, grade
z__zeud, Mathematics, 14
z__zeud, Physics, 81
z__zeud, Soc Studies, 95
z__zeud, Art, 64
z__zeud, Music, 50
z__zeud, Ancient History, 90
z__zeud, Biology, 49
z__zeud, Neural Networks, 17
name, subject, grade
wdzgysmv__thibu, Mathematics, 21
wdzgysmv__thibu, Physics, 64
wdzgysmv__thibu, Soc Studies, 52
wdzgysmv__thibu, Art, 98
wdzgysmv__thibu, Music, 51
wdzgysmv__thibu, Ancient History, 63
wdzgysmv__thibu, Biology, 85
wdzgysmv__thibu, Neural Networks, 23
name, subject, grade
y__g, Mathematics, 50
y__g, Physics, 43
y__g, Soc Studies, 12
y__g, Art, 
y__g, Music, 54
y__g, Ancient History, 24
y__g, Biology, 76
y__g, Neural Networks, 24
name, subject, grade
lghl__syyckbo, Mathematics, 5
lghl__syyckbo, Physics, 18
lghl__syyckbo, Soc Studies, 
lghl__syyckbo, Art, 74
lghl__syyckbo, Music, 8
lghl__syyckbo, Ancient History, 11
lghl__syyckbo, Biology, 65
lghl__syyckbo, Neural Networks, 50
name, subject, grade
pbrpanjsxk__tsrictzz, Mathematics, 99
pbrpanjsxk__tsrictzz, Physics, 53
pbrpanjsxk__tsrictzz, Soc Studies, 
pbrpanjsxk__tsrictzz, Art, 73
pbrpanjsxk__tsrictzz, Music, 4
pbrpanjsxk__tsrictzz, Ancient History, 1
pbrpanjsxk__tsrictzz, Biology, 42
pbrpanjsxk__tsrictzz, Neural Networks, 47
name, subject, grade
l__pucrok, Mathematics, 64
l__pucrok, Physics, 0
l__pucrok, Soc Studies, 41
l__pucrok, Art, 27
l__pucrok, Music, 74
l__pucrok, Ancient History, 75
l__pucrok, Biology, 51
l__pucrok, Neural Networks, 65
name, subject, grade
kitlbwcyu__ziy, Mathematics, 50
kitlbwcyu__ziy, Physics, 36
kitlbwcyu__ziy, Soc Studies, 9
kitlbwcyu__ziy, Art, 34
kitlbwcyu__ziy, Music, 10
kitlbwcyu__ziy, Ancient History, 36
kitlbwcyu__ziy, Biology, 92
kitlbwcyu__ziy, Neural Networks, 30
name, subject, grade
x__xqjzz, Mathematics, 26
x__xqjzz, Physics, 9
x__xqjzz, Soc Studies, 40
x__xqjzz, Art, 37
x__xqjzz, Music, 
x__xqjzz, Ancient History, 56
x__xqjzz, Biology, 
x__xqjzz, Neural Networks, 3
name, subject, grade
frbws__uqnfghds, Mathematics, 16
frbws__uqnfghds, Physics, 15
frbws__uqnfghds, Soc Studies, 58
frbws__uqnfghds, Art, 7
frbws__uqnfghds, Music, 58
frbws__uqnfghds, Ancient History, 78
frbws__uqnfghds, Biology, 
frbws__uqnfghds, Neural Networks, 1
name, subject, grade
i__bahycqfbq, Mathematics, 25
i__bahycqfbq, Physics, 56
i__bahycqfbq, Soc Studies, 31
i__bahycqfbq, Art, 64
i__bahycqfbq, Music, 41
i__bahycqfbq, Ancient History, 83
i__bahycqfbq, Biology, 24
i__bahycqfbq, Neural Networks, 24
name, subject, grade
sntplapadv__vtnwskk, Mathematics, 9
sntplapadv__vtnwskk, Physics, 24
sntplapadv__vtnwskk, Soc Studies, 63
sntplapadv__vtnwskk, Art, 64
sntplapadv__vtnwskk, Music, 76
sntplapadv__vtnwskk, Ancient History, 77
sntplapadv__vtnwskk, Biology, 21
sntplapadv__vtnwskk, Neural Networks, 86
name, subject, grade
yzmt__ijatyb, Mathematics, 58
yzmt__ijatyb, Physics, 45
yzmt__ijatyb, Soc Studies, 65
yzmt__ijatyb, Art, 26
yzmt__ijatyb, Music, 42
yzmt__ijatyb, Ancient History, 49
yzmt__ijatyb, Biology, 6
yzmt__ijatyb, Neural Networks, 
name, subject, grade
rxb__akkj, Mathematics, 
rxb__akkj, Physics, 26
rxb__akkj, Soc Studies, 42
rxb__akkj, Art, 85
rxb__akkj, Music, 16
rxb__akkj, Ancient History, 52
rxb__akkj, Biology, 
rxb__akkj, Neural Networks, 82
name, subject, grade
yqxsuljj__qozc, Mathematics, 25
yqxsuljj__qozc, Physics, 
yqxsuljj__qozc, Soc Studies, 79
yqxsuljj__qozc, Art, 80
yqxsuljj__qozc, Music, 31
yqxsuljj__qozc, Ancient History, 48
yqxsuljj__qozc, Biology, 79
yqxsuljj__qozc, Neural Networks, 92
name, subject, grade
lawwvjop__ea, Mathematics, 47
lawwvjop__ea, Physics, 70
lawwvjop__ea, Soc Studies, 65
lawwvjop__ea, Art, 40
lawwvjop__ea, Music, 74
lawwvjop__ea, Ancient History, 70
lawwvjop__ea, Biology, 
lawwvjop__ea, Neural Networks, 39
name, subject, grade
dqhtxux__inlzhbdtqq, Mathematics, 65
dqhtxux__inlzhbdtqq, Physics, 16
dqhtxux__inlzhbdtqq, Soc Studies, 6
dqhtxux__inlzhbdtqq, Art, 
dqhtxux__inlzhbdtqq, Music, 
dqhtxux__inlzhbdtqq, Ancient History, 
dqhtxux__inlzhbdtqq, Biology, 
dqhtxux__inlzhbdtqq, Neural Networks, 
name, subject, grade
kzatar__gij, Mathematics, 74
kzatar__gij, Physics, 66
kzatar__gij, Soc Studies, 29
kzatar__gij, Art, 26
kzatar__gij, Music, 7
kzatar__gij, Ancient History, 71
kzatar__gij, Biology, 4
kzatar__gij, Neural Networks, 41
name, subject, grade
sf__cyfghf, Mathematics, 38
sf__cyfghf, Physics, 7
sf__cyfghf, Soc Studies, 92
sf__cyfghf, Art, 8
sf__cyfghf, Music, 19
sf__cyfghf, Ancient History, 5
sf__cyfghf, Biology, 
sf__cyfghf, Neural Networks, 75
name, subject, grade
zhvfd__b, Mathematics, 95
zhvfd__b, Physics, 11
zhvfd__b, Soc Studies, 36
zhvfd__b, Art, 67
zhvfd__b, Music, 
zhvfd__b, Ancient History, 92
zhvfd__b, Biology, 97
zhvfd__b, Neural Networks, 41
name, subject, grade
yvtm__mcnhpkftu, Mathematics, 14
yvtm__mcnhpkftu, Physics, 9
yvtm__mcnhpkftu, Soc Studies, 35
yvtm__mcnhpkftu, Art, 38
yvtm__mcnhpkftu, Music, 96
yvtm__mcnhpkftu, Ancient History, 52
yvtm__mcnhpkftu, Biology, 46
yvtm__mcnhpkftu, Neural Networks, 40
name, subject, grade
qalejfjser__efouueef, Mathematics, 10
qalejfjser__efouueef, Physics, 30
qalejfjser__efouueef, Soc Studies, 82
qalejfjser__efouueef, Art, 21
qalejfjser__efouueef, Music, 60
qalejfjser__efouueef, Ancient History, 9
qalejfjser__efouueef, Biology, 19
qalejfjser__efouueef, Neural Networks, 45
name, subject, grade
evkcvfprbb__gulxlqlz, Mathematics, 64
evkcvfprbb__gulxlqlz, Physics, 43
evkcvfprbb__gulxlqlz, Soc Studies, 23
evkcvfprbb__gulxlqlz, Art, 4
evkcvfprbb__gulxlqlz, Music, 78
evkcvfprbb__gulxlqlz, Ancient History, 7
evkcvfprbb__gulxlqlz, Biology, 38
evkcvfprbb__gulxlqlz, Neural Networks, 72
name, subject, grade
ybh__wsagdehlqi, Mathematics, 18
ybh__wsagdehlqi, Physics, 29
ybh__wsagdehlqi, Soc Studies, 39
ybh__wsagdehlqi, Art, 65
ybh__wsagdehlqi, Music, 76
ybh__wsagdehlqi, Ancient History, 55
ybh__wsagdehlqi, Biology, 74
ybh__wsagdehlqi, Neural Networks, 60
name, subject, grade
lgnzci__yee, Mathematics, 98
lgnzci__yee, Physics, 2
lgnzci__yee, Soc Studies, 62
lgnzci__yee, Art, 
lgnzci__yee, Music, 46
lgnzci__yee, Ancient History, 78
lgnzci__yee, Biology, 86
lgnzci__yee, Neural Networks, 11
name, subject, grade
gtkfswv__agkprbbl, Mathematics, 63
